INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude
235428525,10/22/2021,23:10:00,BROOKLYN,73,0,,FALSE,,,,45-64,M,BLACK,1009319,178260,40.65593194,-73.90965099
231005014,7/17/2021,4:43:00,MANHATTAN,26,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,F,BLACK,996279,235478,40.81300853,-73.95654577
229700089,6/17/2021,22:28:00,MANHATTAN,28,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,18-24,F,BLACK,997172,231564,40.80226442,-73.95332727
229034591,6/2/2021,17:59:00,QUEENS,113,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1044553,188701,40.68442022,-73.78257211
230448646,7/4/2021,22:15:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,BLACK,1026596,236961,40.81698565,-73.84701407
232013188,8/9/2021,17:16:00,MANHATTAN,25,0,,FALSE,,,,18-24,M,BLACK,1001641,233513,40.80760622,-73.93718023
231635822,7/30/2021,21:15:00,BROOKLYN,90,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,995261,198569,40.71170415,-73.96028382
234208838,9/28/2021,22:59:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1002652,215969,40.75945057,-73.93357627
233206524,9/7/2021,0:13:00,BROOKLYN,75,0,,FALSE,,,,25-44,M,BLACK,1018747,183640,40.67066713,-73.87564432
230885992,7/15/2021,21:47:00,BROOKLYN,83,0,,FALSE,,,,25-44,M,BLACK,1006892,190126,40.68850798,-73.9183582
232299783,8/16/2021,0:16:00,QUEENS,102,0,,FALSE,,,,18-24,M,BLACK,1026232,187669,40.68169348,-73.84863683
237228278,12/2/2021,1:55:00,BROOKLYN,79,0,,FALSE,,,,18-24,M,BLACK,1000327,187464,40.68121575,-73.94203683
224870294,2/25/2021,20:58:00,BROOKLYN,69,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,1012853,176538,40.65119472,-73.89692151
229822334,6/19/2021,22:05:00,MANHATTAN,25,0,,FALSE,,,,<18,F,BLACK HISPANIC,1002273,234972,40.81160951,-73.93489335
234985333,10/14/2021,16:13:00,BROOKLYN,63,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1000667,167270,40.62578701,-73.94086014
232861014,8/28/2021,23:45:00,BROOKLYN,73,0,,FALSE,,,,25-44,M,BLACK,1007646,187754,40.68199542,-73.91564764
223603559,1/26/2021,21:10:00,QUEENS,108,0,,FALSE,,,,25-44,M,BLACK,996644,209958,40.74296235,-73.95527425
228709427,5/19/2021,23:22:00,BRONX,41,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1013033,238140,40.82027627,-73.89600928
236054431,11/8/2021,14:40:00,BRONX,48,0,,FALSE,,,,<18,M,BLACK,1015408,252465,40.85958614,-73.88736194
229510496,6/14/2021,0:25:00,QUEENS,113,0,,FALSE,,,,18-24,M,BLACK,1050616,190264,40.6886669,-73.76069599
238004075,12/17/2021,22:13:00,BROOKLYN,69,0,GROCERY/BODEGA,TRUE,25-44,M,BLACK,18-24,M,BLACK,1011203,174515,40.6456472,-73.90287589
233173932,9/4/2021,3:28:00,BRONX,45,0,,TRUE,,,,25-44,M,BLACK,1032170,260888,40.88262959,-73.8267054
224079785,2/7/2021,1:23:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,25-44,M,BLACK,1004019,190208,40.68873993,-73.92871751
232862315,8/28/2021,4:13:00,BROOKLYN,73,0,,FALSE,,,,18-24,M,BLACK,1011055,178343,40.65615467,-73.90339399
232496781,8/19/2021,20:32:00,BROOKLYN,77,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,1004557,183513,40.67036246,-73.92679774
236376726,11/17/2021,0:35:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1002802,220836,40.77280891,-73.93302138
228049708,5/11/2021,15:14:00,BROOKLYN,81,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1007135,188633,40.68440941,-73.91748706
235962610,11/5/2021,20:22:00,BRONX,40,0,,FALSE,18-24,F,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1010711,235109,40.81196429,-73.90441055
231053194,7/19/2021,1:25:00,MANHATTAN,33,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1001891,245600,40.84078111,-73.93624538
231810238,8/4/2021,19:57:00,MANHATTAN,34,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1005616,252314,40.85920082,-73.92276153
224354729,2/12/2021,7:40:00,BROOKLYN,75,0,GROCERY/BODEGA,FALSE,25-44,M,BLACK,25-44,M,BLACK,1017442,184924,40.6741964,-73.88034234
225439057,3/8/2021,13:00:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,998173,227824,40.79199762,-73.94971942
230418793,7/2/2021,23:13:00,BRONX,47,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1023464,262043,40.88584268,-73.85818262
234433695,10/2/2021,11:55:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,18-24,F,BLACK,999925,214507,40.75544301,-73.94342325
230162224,6/27/2021,4:34:00,BROOKLYN,75,0,,FALSE,,,,18-24,F,BLACK,1014210,182758,40.66826275,-73.8920035
237362438,12/3/2021,20:30:00,BRONX,43,0,,FALSE,,,,25-44,M,BLACK,1021283,238581,40.82145596,-73.86619987
227000639,4/15/2021,13:00:00,BROOKLYN,81,0,,FALSE,,,,18-24,M,BLACK,1006993,189567,40.68697339,-73.9179959
232265328,8/14/2021,22:37:00,BRONX,48,0,,FALSE,,,,18-24,M,BLACK,1016727,246207,40.84240505,-73.88262393
228307362,5/17/2021,19:24:00,BRONX,41,0,,FALSE,,,,25-44,M,BLACK,1013068,238404,40.82100076,-73.8958817
234985333,10/14/2021,16:13:00,BROOKLYN,63,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1000667,167270,40.62578701,-73.94086014
227550940,4/29/2021,14:42:00,BROOKLYN,70,0,,TRUE,<18,M,BLACK,<18,M,BLACK,996830,165985,40.62226623,-73.9546851
237744901,12/12/2021,3:53:00,BRONX,44,0,,FALSE,,,,25-44,M,BLACK,1005993,241333,40.82906028,-73.92143424
228586948,5/23/2021,17:17:00,BROOKLYN,73,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1008341,188134,40.68303657,-73.91314048
237362437,12/3/2021,20:01:00,MANHATTAN,32,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1001752,241629,40.82988214,-73.9367581
232978774,8/31/2021,21:00:00,QUEENS,103,0,,FALSE,,,,25-44,M,BLACK,1042205,192405,40.69460251,-73.7910062
222526454,1/1/2021,6:30:00,BRONX,44,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1007509,245160,40.83956043,-73.91594299
230775124,7/12/2021,16:35:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,65+,F,BLACK HISPANIC,1021874,237306,40.81795395,-73.86407172
234827129,10/11/2021,22:33:00,BRONX,48,0,,FALSE,,,,18-24,F,BLACK,1016101,247009,40.84460858,-73.88488259
228630117,5/24/2021,1:00:00,BRONX,44,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1010147,246291,40.84265735,-73.90640485
230815780,7/14/2021,2:11:00,QUEENS,103,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1036493,195332,40.70267199,-73.81158184
228109390,5/12/2021,23:11:00,BROOKLYN,83,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1006489,190021,40.6882208,-73.9198117
237439377,12/6/2021,17:25:00,QUEENS,113,0,PVT HOUSE,TRUE,25-44,M,BLACK,25-44,M,BLACK,1046176,193100,40.69648322,-73.77667979
236326558,11/13/2021,17:49:00,BRONX,46,0,MULTI DWELL - APT BUILD,TRUE,25-44,M,BLACK,25-44,F,BLACK,1012119,252873,40.86071698,-73.89925032
228262995,5/15/2021,21:07:00,BRONX,44,0,,FALSE,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1010688,245851,40.84144808,-73.90445131
223297861,1/19/2021,11:00:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,45-64,M,BLACK,984421,148363,40.57390632,-73.9993859
234674131,10/7/2021,14:25:00,BRONX,44,0,,TRUE,18-24,M,BLACK,25-44,M,BLACK,1004004,239175,40.82314186,-73.92862774
229643175,6/16/2021,18:32:00,QUEENS,105,0,,FALSE,,,,25-44,M,BLACK,1053690,187533,40.68114738,-73.74963983
238487793,12/31/2021,15:36:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1016133,178623,40.65690638,-73.88509116
227127704,4/19/2021,22:20:00,BRONX,48,0,,FALSE,,,,18-24,M,BLACK,1015150,247218,40.8451856,-73.88831882
230232277,6/29/2021,15:32:00,MANHATTAN,34,0,HOSPITAL,FALSE,,,,18-24,M,BLACK,1008527,257284,40.87283443,-73.91222001
226323781,3/30/2021,23:45:00,QUEENS,100,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1036867,153432,40.58766357,-73.81055978
229283290,6/8/2021,18:00:00,QUEENS,100,0,,FALSE,,,,25-44,M,BLACK,1040328,154994,40.59192972,-73.79808591
236133134,11/10/2021,23:30:00,BRONX,47,0,,FALSE,,,,25-44,M,BLACK,1025454,268214,40.90277102,-73.85094775
231941625,8/6/2021,23:20:00,MANHATTAN,32,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1000061,233795,40.8083832,-73.94288697
227550941,4/29/2021,21:20:00,BRONX,42,0,,TRUE,25-44,M,BLACK,25-44,M,BLACK,1011125,241994,40.83086041,-73.90288739
234071997,9/24/2021,22:09:00,BRONX,46,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1009120,247786,40.84676364,-73.91011107
233828150,9/20/2021,16:15:00,BROOKLYN,94,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,45-64,M,BLACK,1001768,200786,40.7177788,-73.93680675
235765521,10/31/2021,13:27:00,BROOKLYN,79,0,,FALSE,,,,45-64,M,BLACK,998089,194233,40.69979888,-73.95009189
237963148,12/16/2021,21:00:00,BRONX,44,0,,FALSE,,,,25-44,M,BLACK,1007972,244067,40.83655923,-73.91427357
226419557,4/1/2021,2:20:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK,999446,171582,40.63762472,-73.94524901
236458891,11/18/2021,16:55:00,QUEENS,115,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1021735,214309,40.75483399,-73.86470223
222890075,1/10/2021,19:46:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,TRUE,,,,<18,M,BLACK,1015829,179160,40.65838142,-73.88618429
227344213,4/24/2021,22:20:00,MANHATTAN,34,0,,FALSE,18-24,F,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1004631,254083,40.86405852,-73.92631701
224642508,2/18/2021,4:00:00,MANHATTAN,32,0,,FALSE,<18,M,BLACK,25-44,M,BLACK,999303,238123,40.82026368,-73.94561541
235765522,10/31/2021,23:10:00,MANHATTAN,30,0,,TRUE,,,,18-24,M,BLACK,999920,239289,40.82346295,-73.94338348
226654024,4/7/2021,0:24:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,BLACK,1011763,244572,40.83793431,-73.90057138
230418793,7/2/2021,23:13:00,BRONX,47,0,,FALSE,45-64,M,BLACK,25-44,M,BLACK,1023464,262043,40.88584268,-73.85818262
227089385,4/18/2021,21:56:00,QUEENS,114,0,,TRUE,,,,18-24,M,BLACK,1007938,217508,40.76366215,-73.91449013
235962608,11/5/2021,21:00:00,STATEN ISLAND,123,0,,FALSE,,,,18-24,M,BLACK,926731,142481,40.55757483,-74.20699897
229542173,6/15/2021,0:30:00,BRONX,48,0,MULTI DWELL - APT BUILD,FALSE,,,,45-64,M,BLACK,1012924,250164,40.85327901,-73.8963517
236325237,11/15/2021,20:15:00,MANHATTAN,32,0,COMMERCIAL BLDG,FALSE,18-24,M,BLACK,18-24,M,BLACK,1001430,237389,40.81824518,-73.9379325
234403156,10/2/2021,20:27:00,BRONX,41,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1015073,239579,40.82421904,-73.88863222
238446654,12/30/2021,3:59:00,QUEENS,112,0,,FALSE,,,,25-44,M,BLACK,1026670,201978,40.72096619,-73.84696752
231390984,7/26/2021,20:35:00,MANHATTAN,32,0,,FALSE,,,,25-44,M,BLACK,999879,236455,40.81568449,-73.94353822
236233264,11/13/2021,13:56:00,MANHATTAN,28,0,,FALSE,25-44,M,BLACK,45-64,M,BLACK,1000234,233081,40.80642316,-73.94226374
238004075,12/17/2021,22:13:00,BROOKLYN,69,0,GROCERY/BODEGA,FALSE,25-44,M,BLACK,18-24,M,BLACK,1011203,174515,40.6456472,-73.90287589
235088039,10/16/2021,6:13:00,BROOKLYN,79,0,,FALSE,,,,25-44,M,BLACK,998237,187028,40.68002258,-73.9495731
237438856,12/6/2021,15:35:00,BRONX,42,0,,FALSE,,,,<18,M,BLACK,1011493,244232,40.83700195,-73.90154852
233998220,9/23/2021,15:56:00,BROOKLYN,79,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1000002,189598,40.68707368,-73.94320361
231246224,7/22/2021,1:47:00,BROOKLYN,77,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK,1004507,182865,40.66858396,-73.92697993
234475687,10/4/2021,13:10:00,QUEENS,101,0,,TRUE,45-64,M,BLACK,25-44,M,BLACK,1052820,159593,40.60446516,-73.75306051
232888021,8/29/2021,20:19:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1007915,183324,40.66983536,-73.91469333
236094289,11/9/2021,22:40:00,BROOKLYN,71,0,,FALSE,,,,18-24,M,BLACK,1003337,179537,40.65945194,-73.93120691
233828149,9/20/2021,14:02:00,BROOKLYN,94,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1000805,200665,40.71744853,-73.94028099
226472068,4/3/2021,0:55:00,BRONX,44,0,,FALSE,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1004396,239361,40.82365149,-73.92721084
228108957,5/12/2021,19:22:00,BRONX,46,0,,FALSE,45-64,M,BLACK,25-44,M,BLACK,1012119,252873,40.86071698,-73.89925032
232978166,8/31/2021,19:20:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,TRUE,25-44,M,BLACK,18-24,M,BLACK,1022126,238820,40.82210837,-73.86315274
233761160,9/18/2021,17:55:00,QUEENS,113,0,,FALSE,<18,M,BLACK,45-64,M,BLACK,1048494,184974,40.67416276,-73.76839798
232264782,8/13/2021,14:10:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1010869,183398,40.67003008,-73.9040444
231369851,7/26/2021,0:26:00,BROOKLYN,75,0,,FALSE,,,,25-44,M,BLACK,1015390,186661,40.67897153,-73.88773189
237790497,12/13/2021,20:05:00,QUEENS,113,0,PVT HOUSE,TRUE,,,,25-44,M,BLACK,1042087,190443,40.68921806,-73.79144857
228918108,5/31/2021,16:47:00,QUEENS,105,0,,FALSE,,,,25-44,M,BLACK,1052592,186622,40.67865544,-73.75360781
236766474,11/19/2021,19:50:00,BRONX,42,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1015164,243710,40.83555712,-73.88828439
229643177,6/16/2021,21:50:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,45-64,M,BLACK,996145,190379,40.68922337,-73.95710962
229861112,6/21/2021,2:30:00,MANHATTAN,32,0,,TRUE,,,,25-44,M,BLACK,1000068,237698,40.81909584,-73.94285249
232331294,8/16/2021,0:30:00,BROOKLYN,75,0,,FALSE,,,,<18,M,BLACK,1014905,185861,40.6767774,-73.8894841
233470540,8/12/2021,7:23:00,MANHATTAN,34,0,GROCERY/BODEGA,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1002824,249147,40.85051467,-73.93286362
228676425,5/25/2021,20:19:00,MANHATTAN,28,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,996335,233719,40.80818049,-73.95634663
235088037,10/16/2021,5:40:00,BRONX,43,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1017347,241611,40.82978807,-73.88040582
227950658,5/7/2021,16:22:00,BRONX,44,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1006769,241999,40.83088632,-73.91862797
223820797,2/1/2021,1:10:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1000552,225907,40.7867319,-73.94113247
226230156,3/28/2021,21:15:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1009909,241902,40.83061152,-73.90728181
225485720,3/11/2021,0:23:00,BROOKLYN,70,0,,TRUE,25-44,M,BLACK,18-24,M,BLACK,996566,164613,40.61850075,-73.9556386
236403183,11/17/2021,15:50:00,BRONX,45,0,,FALSE,,,,18-24,M,BLACK,1031525,258300,40.87552982,-73.82905621
235264966,10/19/2021,19:25:00,MANHATTAN,26,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,996434,235757,40.81377409,-73.95598531
228890008,5/30/2021,19:42:00,BRONX,47,0,,FALSE,,,,<18,M,BLACK,1022876,263648,40.89025049,-73.86029988
233790858,9/19/2021,11:45:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,1010363,182581,40.66778911,-73.9058716
237710988,12/11/2021,0:25:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,989005,194801,40.70136745,-73.98285241
230416143,7/3/2021,18:41:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,M,BLACK,1006281,238786,40.82206878,-73.92040193
225909568,3/20/2021,0:19:00,MANHATTAN,34,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1004560,254713,40.86578785,-73.92657179
225601140,3/13/2021,3:50:00,BROOKLYN,90,0,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK HISPANIC,18-24,F,WHITE HISPANIC,1001951,195081,40.70211956,-73.93616159
232623735,8/23/2021,13:40:00,BRONX,44,0,MULTI DWELL - APT BUILD,FALSE,,,,25-44,M,BLACK,1009069,244907,40.83886177,-73.91030606
224465137,2/16/2021,20:48:00,BRONX,44,0,DEPT STORE,TRUE,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1007961,246839,40.84416759,-73.91430352
222527697,1/2/2021,5:10:00,QUEENS,105,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,BLACK,1054429,199737,40.71463855,-73.74684826
226770354,4/10/2021,21:48:00,BROOKLYN,81,0,,FALSE,,,,<18,M,BLACK,1003674,189747,40.68747536,-73.92996286
230482152,7/5/2021,4:00:00,MANHATTAN,32,0,,FALSE,18-24,M,BLACK,25-44,M,BLACK,1000995,237483,40.81850401,-73.93950386
225969693,3/22/2021,23:00:00,BRONX,43,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,1022756,239762,40.82469117,-73.8608711
232263465,8/13/2021,1:35:00,BRONX,46,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1009588,249449,40.85132675,-73.90841324
230448650,7/4/2021,18:20:00,BRONX,41,0,,FALSE,,,,25-44,M,BLACK,1015014,237387,40.81820282,-73.88885545
229824438,6/20/2021,2:09:00,BROOKLYN,77,0,,FALSE,,,,25-44,M,BLACK,998193,186297,40.67801622,-73.94973325
229100210,6/4/2021,3:08:00,STATEN ISLAND,120,0,,FALSE,,,,25-44,M,WHITE HISPANIC,961210,163859,40.61640977,-74.08299007
235636165,10/28/2021,15:45:00,MANHATTAN,20,0,,FALSE,,,,65+,M,WHITE,988802,222923,40.77855547,-73.98356551
228367829,5/18/2021,23:27:00,BRONX,40,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1005530,233943,40.80877794,-73.9231307
224079783,2/6/2021,19:30:00,BRONX,45,0,,TRUE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1031944,249990,40.85271918,-73.82760025
226139413,3/25/2021,18:16:00,MANHATTAN,33,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1000134,244289,40.83718613,-73.94259843
231562494,7/29/2021,23:47:00,MANHATTAN,34,0,,FALSE,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1003674,251082,40.85582384,-73.92978559
231053193,7/19/2021,1:25:00,BROOKLYN,67,0,COMMERCIAL BLDG,FALSE,,,,18-24,M,BLACK,1003995,173243,40.64217483,-73.92885374
229507546,6/12/2021,14:24:00,BRONX,41,0,,TRUE,25-44,M,BLACK,25-44,F,BLACK,1012076,239818,40.82488497,-73.89945994
231637053,7/31/2021,22:36:00,QUEENS,115,0,,FALSE,,,,25-44,M,BLACK HISPANIC,1020765,213373,40.75226897,-73.86820845
232444801,8/18/2021,16:55:00,BROOKLYN,83,0,,FALSE,18-24,M,BLACK HISPANIC,25-44,M,BLACK,1009743,191336,40.69182139,-73.90807341
230276664,6/30/2021,20:00:00,QUEENS,105,0,GROCERY/BODEGA,FALSE,25-44,M,BLACK,25-44,M,BLACK,1059372,196337,40.70526581,-73.72905567
231969565,8/8/2021,17:46:00,BROOKLYN,77,0,,FALSE,,,,25-44,M,BLACK,1004557,183513,40.67036246,-73.92679774
228679853,5/25/2021,10:00:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1009945,244103,40.83665252,-73.90714329
230712739,7/9/2021,18:31:00,QUEENS,114,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,999484,214810,40.75627543,-73.94501433
232265324,8/14/2021,5:12:00,BROOKLYN,67,0,,FALSE,,,,25-44,F,BLACK,999662,175419,40.64815608,-73.94446198
230482153,7/5/2021,4:54:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,18-24,F,BLACK,1009487,235826,40.81393584,-73.90882957
231089375,7/19/2021,21:01:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,999324,226582,40.78858677,-73.94556544
227561751,4/30/2021,1:44:00,BRONX,44,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1007952,241445,40.82936265,-73.91435511
228564725,5/23/2021,2:16:00,MANHATTAN,34,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1007122,253832,40.8633635,-73.91731203
227269108,4/23/2021,1:54:00,BROOKLYN,83,0,,FALSE,,,,18-24,M,WHITE HISPANIC,1010367,191737,40.69292023,-73.9058217
229169935,6/6/2021,2:28:00,QUEENS,106,0,,FALSE,18-24,M,ASIAN / PACIFIC ISLANDER,18-24,M,BLACK,1036546,190359,40.68902197,-73.8114293
235840025,11/2/2021,19:20:00,QUEENS,107,0,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,45-64,M,BLACK,1036732,207396,40.73578328,-73.8106258
236168669,11/11/2021,18:33:00,QUEENS,113,0,,FALSE,,,,45-64,M,BLACK,1042522,187296,40.68057743,-73.78990724
230162221,6/26/2021,16:05:00,QUEENS,105,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1052694,186169,40.67741128,-73.75324468
231866070,8/5/2021,2:54:00,QUEENS,103,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1038501,193009,40.69628383,-73.80435852
235426482,10/23/2021,16:49:00,BROOKLYN,81,0,,FALSE,,,,25-44,M,BLACK,1001614,186927,40.67973938,-73.93739802
227344207,4/24/2021,3:56:00,BROOKLYN,79,0,,FALSE,,,,25-44,M,BLACK,996897,187335,40.68086724,-73.95440372
229824435,6/19/2021,2:00:00,BROOKLYN,75,0,,FALSE,18-24,M,BLACK,18-24,M,BLACK,1016125,182265,40.66690289,-73.88510277
238291449,12/24/2021,23:53:00,BROOKLYN,71,0,,FALSE,,,,45-64,M,BLACK,997886,180734,40.66274751,-73.95085132
226500707,4/4/2021,23:15:00,BROOKLYN,75,0,,FALSE,,,,25-44,M,BLACK,1013711,178670,40.65704377,-73.89382013
238210279,12/22/2021,23:17:00,BRONX,49,0,,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1021438,252793,40.86046306,-73.86556105
229507547,6/13/2021,16:21:00,BROOKLYN,83,0,,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1006629,195430,40.70306689,-73.91928892
233253334,9/7/2021,15:00:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,983523,185334,40.67538395,-74.00262237
237044703,11/28/2021,22:07:00,MANHATTAN,33,0,,FALSE,,,,25-44,M,WHITE HISPANIC,1001056,247633,40.84636273,-73.93925805
227647478,5/2/2021,20:22:00,STATEN ISLAND,120,0,,FALSE,25-44,M,BLACK,25-44,M,BLACK,952145,171452,40.63722274,-74.11567771
225663031,3/15/2021,17:25:00,BROOKLYN,73,0,RESTAURANT/DINER,FALSE,18-24,M,BLACK,45-64,F,BLACK,1008883,183248,40.66962411,-73.91120414
232013189,8/9/2021,21:00:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,988466,194673,40.7010164,-73.98479641
233588118,9/15/2021,1:13:00,MANHATTAN,25,0,,FALSE,,,,25-44,M,BLACK,1001508,232696,40.80536404,-73.93766276
226542634,4/5/2021,22:15:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,990847,192564,40.69522623,-73.97621138
235088798,10/15/2021,0:30:00,BROOKLYN,67,0,,FALSE,,,,<18,M,BLACK,1005324,178328,40.65612899,-73.92404903
227950643,5/6/2021,10:16:00,BROOKLYN,81,0,GROCERY/BODEGA,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1003512,190814,40.69040438,-73.93054394
235906916,11/4/2021,17:59:00,BRONX,50,0,,FALSE,25-44,M,BLACK,25-44,F,BLACK HISPANIC,1008944,257887,40.87448833,-73.91070999
238004076,12/17/2021,6:21:00,QUEENS,113,0,PVT HOUSE,TRUE,,,,25-44,F,BLACK,1043252,187998,40.68249942,-73.78726915
234756219,10/9/2021,16:24:00,MANHATTAN,28,0,,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK,996795,233168,40.8066675,-73.954686
236761010,11/21/2021,17:50:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,,,,25-44,M,BLACK,1021009,182983,40.66885471,-73.8674937
234928488,10/13/2021,15:01:00,MANHATTAN,32,0,,FALSE,25-44,M,BLACK,18-24,M,BLACK,1002098,238549,40.82142772,-73.93551602
232887625,8/28/2021,4:09:00,QUEENS,100,0,,TRUE,,,,25-44,F,BLACK,1037018,152579,40.58532136,-73.81002278
