"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","number"
223603110,"1/26/21","22:25:00","BROOKLYN",72,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC",981530,173860,40.64388995,-74.00980274,631
238147753,"12/21/21","11:30:00","QUEENS",103,0,"",FALSE,"","","","18-24","M","BLACK HISPANIC",1042290,197554,40.70873471,-73.7906553,296
231866066,"8/5/21","17:35:00","QUEENS",105,0,"",FALSE,"","","","25-44","M","BLACK",1054362,196224,40.70499677,-73.74712653,296
237044993,"11/28/21","12:30:00","QUEENS",105,0,"",FALSE,"","","","25-44","M","BLACK",1058044,196641,40.70611139,-73.73384207,296
232444800,"8/18/21","20:21:00","BROOKLYN",77,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"","","","<18","M","BLACK",1004580,183838,40.67125446,-73.92671385,631
236054432,"11/8/21","15:09:00","BRONX",49,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","45-64","M","BLACK",1023399,253062,40.86119291,-73.85847017,701
238040458,"12/17/21","20:59:00","MANHATTAN",34,0,"",FALSE,"","","","18-24","M","BLACK HISPANIC",1004796,255322,40.86745882,-73.92571668,343
228918111,"5/31/21","19:50:00","BROOKLYN",83,0,"",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC",1009422,191993,40.69362563,-73.90922848,631
227182806,"4/21/21","00:06:00","BROOKLYN",76,0,"",FALSE,"","","","45-64","M","BLACK",986845,187885,40.68238552,-73.99064517,631
233459104,"9/12/21","14:09:00","BROOKLYN",67,0,"",TRUE,"","","","18-24","M","BLACK",1004723,175874,40.64939471,-73.92622253,631
236878031,"11/23/21","21:59:00","MANHATTAN",34,0,"",FALSE,"","","","25-44","M","BLACK",1005445,255310,40.86742435,-73.92337023,343
232861015,"8/28/21","19:48:00","BROOKLYN",83,0,"",FALSE,"","","","25-44","M","BLACK",1007906,190614,40.68984477,-73.91470018,631
235913273,"11/5/21","01:30:00","BRONX",48,0,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",1017013,244932,40.83890449,-73.8815965,701
238344522,"12/27/21","15:48:00","BROOKLYN",73,0,"",TRUE,"","","","45-64","M","BLACK",1008795,178153,40.65563971,-73.91153991,631
234433697,"10/3/21","07:35:00","BROOKLYN",83,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK HISPANIC","45-64","M","WHITE HISPANIC",1006582,193632,40.69813192,-73.91946439,631
228482610,"5/20/21","00:45:00","BROOKLYN",79,0,"",FALSE,"25-44","M","BLACK","18-24","M","BLACK",999780,186919,40.67972083,-73.94401026,631
237218698,"12/1/21","22:47:00","QUEENS",105,0,"",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",1058921,183839,40.67096565,-73.73082082,296
226842287,"4/12/21","15:50:00","STATEN ISLAND",120,0,"",FALSE,"25-44","M","BLACK","45-64","M","BLACK",951610,171560,40.63751722,-74.11760587,40
235116949,"10/17/21","16:55:00","BRONX",44,0,"",FALSE,"","","","25-44","M","BLACK",1007530,244009,40.83640121,-73.91587109,701
232496781,"8/19/21","20:32:00","BROOKLYN",77,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1004557,183513,40.67036246,-73.92679774,631
233210855,"9/7/21","00:30:00","BROOKLYN",81,0,"",TRUE,"","","","25-44","M","BLACK",1006482,189763,40.68751266,-73.91983779,631
233431367,"9/10/21","20:16:00","BROOKLYN",60,0,"",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",990145,148946,40.57550459,-73.97878103,631
229861116,"6/21/21","02:06:00","BROOKLYN",84,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","F","WHITE HISPANIC",989978,194182,40.69966787,-73.97934379,631
232072691,"8/10/21","00:05:00","BRONX",47,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1030304,261267,40.88367976,-73.8334509,701
233588118,"9/15/21","01:13:00","MANHATTAN",25,0,"",TRUE,"","","","25-44","M","BLACK",1001508,232696,40.80536404,-73.93766276,343
231633083,"7/30/21","22:45:00","BRONX",42,0,"",FALSE,"","","","45-64","M","BLACK",1011489,239285,40.82342387,-73.90158306,701
231008086,"7/16/21","15:59:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK",1002600,220917,40.77303165,-73.93375046,296
236946082,"11/25/21","21:51:00","BRONX",43,0,"",TRUE,"","","","18-24","M","BLACK HISPANIC",1017818,241190,40.82863076,-73.87870598,701
224952439,"2/27/21","04:15:00","QUEENS",114,0,"COMMERCIAL BLDG",FALSE,"","","","25-44","M","BLACK",1000077,216049,40.75967513,-73.94287098,296
234756219,"10/9/21","16:24:00","MANHATTAN",28,0,"",FALSE,"18-24","M","BLACK","25-44","M","BLACK",996795,233168,40.8066675,-73.954686,343
230741369,"7/11/21","15:18:00","BRONX",48,0,"",TRUE,"<18","M","BLACK","<18","M","BLACK",1016838,250252,40.85350696,-73.8822031,701
232862316,"8/27/21","12:28:00","BRONX",50,0,"",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",1011678,259907,40.88002453,-73.90081581,701
236766475,"11/21/21","17:58:00","STATEN ISLAND",120,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK HISPANIC",960855,173076,40.64170756,-74.08430071,40
223801321,"1/31/21","21:53:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",999453,228508,40.7938729,-73.94509523,343
234941204,"10/14/21","02:28:00","MANHATTAN",25,0,"",TRUE,"25-44","M","BLACK","18-24","M","BLACK",1002188,230929,40.80051276,-73.93521121,343
232497427,"8/19/21","21:30:00","QUEENS",113,0,"",FALSE,"","","","18-24","M","BLACK",1048357,195417,40.70282729,-73.76879251,296
224353207,"2/13/21","02:18:00","BRONX",50,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",1011106,258521,40.87622215,-73.90288984,701
238312742,"12/26/21","12:20:00","QUEENS",105,0,"",FALSE,"","","","25-44","M","BLACK",1048918,180219,40.6611083,-73.76691506,296
227089384,"4/16/21","16:32:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","<18","M","BLACK HISPANIC",1004626,235172,40.81215334,-73.92639253,701
225439055,"3/10/21","22:43:00","BROOKLYN",83,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1007690,191194,40.69143731,-73.91547704,631
228369052,"5/18/21","20:17:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","45-64","M","BLACK",1010535,183093,40.66919392,-73.9052496,631
238149731,"12/21/21","19:52:00","BROOKLYN",71,0,"",FALSE,"","","","25-44","M","BLACK",995675,180124,40.66107632,-73.95882176,631
231941263,"8/7/21","13:27:00","BROOKLYN",77,0,"",FALSE,"","","","25-44","M","BLACK",1005415,182443,40.66742354,-73.92370814,631
230162219,"6/25/21","23:10:00","BRONX",52,0,"",FALSE,"","","","18-24","M","BLACK HISPANIC",1013115,255492,40.86790213,-73.89563833,701
232291475,"8/15/21","13:09:00","BRONX",40,0,"",TRUE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1007684,235949,40.8142784,-73.91534271,701
227000895,"4/15/21","16:15:00","QUEENS",103,0,"HOTEL/MOTEL",FALSE,"<18","M","BLACK HISPANIC","45-64","M","BLACK",1046177,197643,40.70895265,-73.77663441,296
235964553,"11/6/21","20:10:00","QUEENS",106,0,"",FALSE,"","","","45-64","F","WHITE HISPANIC",1023279,185078,40.67459529,-73.85929876,296
225663030,"3/15/21","02:25:00","BROOKLYN",77,0,"",FALSE,"","","","25-44","M","BLACK",1003416,183758,40.67103747,-73.93091018,631
226654024,"4/7/21","00:24:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK",1011763,244572,40.83793431,-73.90057138,701
233147094,"9/4/21","15:39:00","BRONX",49,0,"",FALSE,"","","","18-24","M","BLACK",1020207,253133,40.86140136,-73.87000948,701
223553538,"1/26/21","09:03:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","BLACK","25-44","F","BLACK",998700,228774,40.79460426,-73.94781415,343
228367829,"5/18/21","23:27:00","BRONX",40,0,"",TRUE,"","","","25-44","M","WHITE HISPANIC",1005530,233943,40.80877794,-73.9231307,701
232444798,"8/18/21","22:55:00","BRONX",40,0,"",TRUE,"18-24","M","BLACK","18-24","M","BLACK",1009546,235539,40.81314793,-73.90861751,701
231698072,"8/2/21","23:09:00","BRONX",40,0,"",FALSE,"","","","<18","M","BLACK",1009097,235098,40.81193879,-73.91024119,701
231969566,"8/8/21","09:29:00","MANHATTAN",23,0,"",FALSE,"25-44","M","BLACK","45-64","M","BLACK",1000700,227655,40.79152941,-73.94059374,343
233429421,"9/11/21","20:20:00","MANHATTAN",26,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",995572,235674,40.81354743,-73.95909953,343
232688994,"8/24/21","20:50:00","BRONX",52,0,"",FALSE,"","","","<18","M","BLACK",1017440,256046,40.86940749,-73.87999831,701
233459109,"9/11/21","05:43:00","BROOKLYN",76,0,"",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",983061,184838,40.67402249,-74.00428785,631
235964022,"11/5/21","22:10:00","BROOKLYN",67,0,"",FALSE,"","","","25-44","M","BLACK",1007170,179259,40.6586798,-73.91739273,631
227496843,"4/28/21","15:49:00","STATEN ISLAND",121,0,"PVT HOUSE",TRUE,"25-44","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",947616,169116,40.63079335,-74.13198327,40
231048997,"7/18/21","23:50:00","QUEENS",113,0,"PVT HOUSE",FALSE,"","","","45-64","F","BLACK",1051393,184198,40.67201131,-73.7579547,296
228258633,"5/15/21","23:25:00","MANHATTAN",14,0,"GROCERY/BODEGA",FALSE,"25-44","M","BLACK","25-44","M","BLACK",986382,213900,40.75379058,-73.99230628,343
238009968,"12/18/21","00:15:00","BROOKLYN",62,0,"PVT HOUSE",TRUE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",981800,162898,40.61380165,-74.00882584,631
237438858,"12/6/21","15:00:00","BROOKLYN",67,0,"",FALSE,"","","","25-44","M","BLACK",1004229,178575,40.65680949,-73.92799476,631
225387702,"3/8/21","21:30:00","MANHATTAN",32,0,"",FALSE,"","","","25-44","M","BLACK",1001053,236710,40.81638224,-73.93929625,343
226321324,"3/30/21","16:25:00","BROOKLYN",73,0,"",FALSE,"18-24","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",1009399,183349,40.66989989,-73.90934368,631
222932692,"1/11/21","23:49:00","BRONX",47,0,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",1020808,262493,40.88708919,-73.86778567,701
227561752,"4/30/21","01:42:00","MANHATTAN",30,0,"",FALSE,"","","","<18","M","BLACK HISPANIC",996959,237594,40.81881541,-73.95408521,343
230162220,"6/26/21","03:36:00","QUEENS",114,0,"",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC",1011301,216333,40.76042742,-73.90235477,296
236054430,"11/8/21","12:00:00","BROOKLYN",73,0,"",FALSE,"","","","25-44","M","BLACK",1009872,182963,40.66883905,-73.90764007,631
236458894,"11/18/21","20:05:00","BRONX",41,0,"",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",1012374,237684,40.8190268,-73.89839214,701
229188686,"6/6/21","02:00:00","BRONX",46,0,"MULTI DWELL - APT BUILD",TRUE,"18-24","F","BLACK","25-44","M","BLACK",1013266,253128,40.86141318,-73.89510262,701
229507545,"6/12/21","05:51:00","BRONX",41,0,"",TRUE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",1011478,235598,40.81330413,-73.90163776,701
233762540,"9/18/21","19:00:00","BROOKLYN",76,0,"",FALSE,"<18","M","WHITE HISPANIC","18-24","F","BLACK",984564,184955,40.67434371,-73.99886945,631
227950641,"5/6/21","00:50:00","QUEENS",113,0,"",FALSE,"","","","25-44","M","WHITE HISPANIC",1049854,192453,40.69468086,-73.76342231,296
236168670,"11/11/21","19:01:00","BRONX",44,0,"",FALSE,"","","","45-64","M","BLACK",1003908,243013,40.83367629,-73.92896336,701
238291449,"12/24/21","23:53:00","BROOKLYN",71,0,"",FALSE,"","","","25-44","M","BLACK",997886,180734,40.66274751,-73.95085132,631
234786237,"10/10/21","21:20:00","BRONX",42,0,"DRY CLEANER/LAUNDRY",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1015482,240641,40.82713249,-73.88714949,701
233172873,"9/3/21","19:08:00","BRONX",43,0,"",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",1024458,243524,40.83500918,-73.85469888,701
228162570,"5/13/21","05:46:00","BROOKLYN",67,0,"BAR/NIGHT CLUB",FALSE,"","","","25-44","M","BLACK",1006072,179857,40.66032395,-73.92134823,631
238041595,"12/17/21","03:50:00","BROOKLYN",81,0,"",FALSE,"","","","25-44","M","BLACK",1004424,190270,40.68890919,-73.92725696,631
235088797,"10/15/21","02:17:00","BROOKLYN",63,0,"",FALSE,"","","","18-24","M","BLACK",1004378,166877,40.62470065,-73.92749265,631
236234762,"11/13/21","02:19:00","QUEENS",111,0,"",FALSE,"","","","25-44","M","BLACK",1042716,215456,40.75786836,-73.7889632,296
229943473,"6/22/21","23:05:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",998246,190151,40.68859449,-73.94953416,631
227647476,"5/2/21","18:18:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","25-44","M","BLACK",999876,225984,40.78694446,-73.94357343,343
238344523,"12/27/21","20:04:00","QUEENS",115,0,"",TRUE,"","","","18-24","M","WHITE HISPANIC",1019521,212908,40.75099771,-73.87270083,296
225439054,"3/10/21","16:45:00","BROOKLYN",77,0,"",FALSE,"","","","18-24","F","BLACK",1004557,183513,40.67036246,-73.92679774,631
226542152,"4/5/21","22:10:00","BRONX",44,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","45-64","M","BLACK",1004214,244406,40.83749898,-73.92785342,701
234434174,"10/3/21","07:25:00","QUEENS",107,0,"",TRUE,"","","","25-44","M","WHITE HISPANIC",1039776,199188,40.71323578,-73.79970961,296
231263911,"7/23/21","03:07:00","BROOKLYN",67,0,"HOSPITAL",FALSE,"","","","18-24","M","BLACK",1008789,177637,40.65422342,-73.91156341,631
235088038,"10/16/21","01:32:00","BRONX",44,0,"",FALSE,"","","","25-44","M","BLACK",1007675,242092,40.83113922,-73.91535378,701
238036436,"12/18/21","15:39:00","QUEENS",113,0,"",FALSE,"","","","25-44","M","BLACK",1045709,186746,40.67904626,-73.77842187,296
233458827,"9/12/21","22:30:00","BROOKLYN",71,0,"",FALSE,"","","","25-44","M","BLACK",995134,180366,40.66174124,-73.96077132,631
226230158,"3/28/21","22:00:00","BROOKLYN",70,0,"MULTI DWELL - APT BUILD",FALSE,"","","","25-44","M","WHITE",995621,164346,40.61776915,-73.95904299,631
235765520,"10/31/21","12:30:00","QUEENS",103,0,"",FALSE,"","","","45-64","M","BLACK",1042236,195714,40.70368471,-73.79086592,296
229188688,"6/5/21","17:47:00","BRONX",43,0,"",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",1023028,236738,40.81638996,-73.85990579,701
228482608,"5/20/21","23:56:00","BRONX",48,0,"",FALSE,"<18","M","WHITE HISPANIC","<18","M","BLACK",1016871,247292,40.84538252,-73.88209821,701
228889112,"5/30/21","10:54:00","MANHATTAN",25,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1001692,231504,40.80209197,-73.93700122,343
233172615,"9/5/21","16:50:00","BRONX",44,0,"",FALSE,"<18","M","BLACK","18-24","M","BLACK",1005466,244057,40.83653816,-73.92332992,701
232265325,"8/13/21","17:45:00","QUEENS",113,0,"",FALSE,"25-44","M","BLACK","18-24","F","BLACK",1051659,184089,40.67171011,-73.75699688,296
237278624,"12/2/21","19:59:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","<18","M","BLACK",1000866,226632,40.78872124,-73.93999677,343
232623736,"8/23/21","17:40:00","MANHATTAN",14,0,"",FALSE,"25-44","M","BLACK","45-64","M","WHITE",986465,212195,40.74911077,-73.99200727,343
224465522,"2/16/21","20:58:00","MANHATTAN",13,0,"HOSPITAL",FALSE,"","","","18-24","M","BLACK",990769,208776,40.73972434,-73.97647696,343
234101081,"9/26/21","16:20:00","QUEENS",101,0,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","BLACK","25-44","M","BLACK",1049812,156595,40.59625905,-73.76392226,296
226774227,"4/11/21","00:06:00","BROOKLYN",75,0,"",FALSE,"","","","25-44","M","BLACK",1021396,183855,40.67124653,-73.86609385,631
225923583,"3/21/21","20:20:00","BROOKLYN",71,0,"",TRUE,"","","","25-44","M","BLACK",995019,179733,40.66000394,-73.96118684,631
230448647,"7/4/21","04:17:00","BRONX",42,0,"",FALSE,"25-44","M","BLACK","18-24","M","BLACK",1014375,242982,40.8335617,-73.89113894,701
230196723,"6/28/21","22:01:00","BRONX",52,0,"",FALSE,"","","","25-44","M","BLACK",1017769,261525,40.8844444,-73.87878135,701
229493098,"6/10/21","21:40:00","BRONX",50,0,"",FALSE,"","","","<18","M","WHITE HISPANIC",1009213,257945,40.87464676,-73.9097371,701
222560299,"1/2/21","20:00:00","BROOKLYN",83,0,"",FALSE,"25-44","M","WHITE HISPANIC","18-24","F","WHITE HISPANIC",1009526,191916,40.69341398,-73.90885373,631
228717039,"5/26/21","01:15:00","MANHATTAN",34,0,"",FALSE,"","","","25-44","M","BLACK",1005602,254991,40.86654841,-73.92280361,343
238064670,"12/19/21","23:27:00","BROOKLYN",67,0,"",FALSE,"","","","25-44","M","BLACK",1005192,180644,40.66248621,-73.92451757,631
234323835,"9/30/21","19:03:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD",TRUE,"","","","18-24","M","BLACK",1005418,184431,40.67288015,-73.92369109,631
230247121,"6/30/21","02:08:00","BRONX",40,0,"",FALSE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",1009464,238412,40.82103374,-73.90890295,701
235636164,"10/28/21","12:38:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","F","BLACK","18-24","F","BLACK",1012335,240637,40.82713207,-73.89852069,701
225620486,"3/13/21","10:15:00","BROOKLYN",69,0,"",TRUE,"25-44","M","BLACK","18-24","M","BLACK",1007751,172325,40.63964595,-73.91532284,631
236325238,"11/15/21","09:48:00","BRONX",47,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",1020617,259666,40.87933075,-73.86849179,701
224079498,"2/6/21","21:14:00","BRONX",42,0,"",TRUE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",1009784,239429,40.8238242,-73.90774292,701
231436704,"7/26/21","20:38:00","MANHATTAN",30,0,"",FALSE,"","","","45-64","F","BLACK HISPANIC",999516,241317,40.82902994,-73.94483858,343
232181257,"8/12/21","21:55:00","QUEENS",102,0,"",TRUE,"","","","18-24","M","ASIAN / PACIFIC ISLANDER",1030805,193117,40.69662409,-73.83211144,296
236877536,"11/23/21","13:07:00","MANHATTAN",34,0,"",FALSE,"25-44","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",1003543,250846,40.85517638,-73.93025982,343
229188686,"6/6/21","02:00:00","BRONX",46,0,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","BLACK HISPANIC","25-44","M","BLACK",1013266,253128,40.86141318,-73.89510262,701
232733684,"8/25/21","23:16:00","MANHATTAN",28,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","F","BLACK",998362,231048,40.80084632,-73.94903008,343
227950665,"5/8/21","16:55:00","MANHATTAN",14,0,"",FALSE,"25-44","M","BLACK","<18","F","WHITE",988191,215312,40.75766554,-73.98577611,343
231133997,"7/20/21","19:35:00","STATEN ISLAND",120,0,"",FALSE,"","","","<18","M","BLACK HISPANIC",951787,170045,40.63335952,-74.11696084,40
226762828,"4/9/21","20:40:00","QUEENS",114,0,"",FALSE,"","","","25-44","M","WHITE HISPANIC",1002583,213113,40.75161172,-73.93383312,296
229507546,"6/12/21","14:24:00","BRONX",41,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1012076,239818,40.82488497,-73.89945994,701
228559719,"5/23/21","00:45:00","BROOKLYN",71,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",997542,180005,40.66074709,-73.95209268,631
235457030,"10/23/21","02:09:00","BRONX",43,0,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1017215,240131,40.82572638,-73.88089007,701
226500708,"4/4/21","23:20:00","BROOKLYN",81,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK",1002397,189963,40.68807094,-73.93456685,631
233790860,"9/18/21","23:17:00","BRONX",44,0,"",FALSE,"","","","<18","M","BLACK HISPANIC",1010270,246284,40.84263778,-73.90596033,701
237740431,"12/12/21","15:45:00","BRONX",44,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",1006834,245208,40.83969393,-73.91838229,701
237087697,"11/29/21","09:36:00","BROOKLYN",73,0,"",FALSE,"","","","18-24","M","BLACK",1008683,186426,40.67834756,-73.91191358,631
232924792,"8/30/21","18:52:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","WHITE HISPANIC","<18","M","BLACK",1005933,235834,40.81396723,-73.92166882,701
232299784,"8/16/21","00:26:00","BROOKLYN",81,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1001469,191733,40.69293103,-73.93790851,631
230889070,"7/15/21","22:42:00","BROOKLYN",63,0,"RESTAURANT/DINER",FALSE,"","","","<18","M","BLACK",1007198,165262,40.62026096,-73.91733942,631
233199174,"9/6/21","20:50:00","BRONX",47,0,"",FALSE,"","","","<18","M","BLACK",1022515,259363,40.87849109,-73.86163002,701
229643172,"6/16/21","23:22:00","BRONX",52,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1014313,254123,40.86414065,-73.89131304,701
236817418,"11/22/21","10:49:00","QUEENS",101,0,"PVT HOUSE",FALSE,"","","","18-24","M","BLACK",1052027,161256,40.60903584,-73.75589964,296
229542172,"6/14/21","21:20:00","QUEENS",103,0,"",FALSE,"25-44","M","BLACK","45-64","M","BLACK",1041409,193095,40.69650157,-73.79387084,296
231659254,"7/31/21","03:10:00","BRONX",42,0,"",TRUE,"","","","25-44","M","BLACK",1009461,239394,40.82372906,-73.9089101,701
234930233,"10/13/21","17:55:00","BROOKLYN",62,0,"PVT HOUSE",TRUE,"25-44","F","ASIAN / PACIFIC ISLANDER","18-24","F","ASIAN / PACIFIC ISLANDER",985186,161375,40.60962162,-73.99663037,631
236951890,"11/26/21","02:17:00","QUEENS",113,0,"",FALSE,"","","","25-44","M","BLACK",1046624,184398,40.67259515,-73.77514475,296
231965179,"8/8/21","00:30:00","BROOKLYN",75,0,"",TRUE,"","","","45-64","M","BLACK",1015110,178038,40.65530431,-73.88878085,631
237457722,"12/7/21","00:32:00","MANHATTAN",34,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",1003421,250628,40.8545783,-73.93070146,343
232888017,"8/29/21","17:44:00","QUEENS",106,0,"GAS STATION",TRUE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",1028502,187094,40.68010418,-73.84045622,296
224701999,"2/22/21","22:58:00","BRONX",46,0,"",TRUE,"","","","25-44","M","BLACK",1010591,250447,40.85406303,-73.90478382,701
228262995,"5/15/21","21:07:00","BRONX",44,0,"",TRUE,"18-24","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC",1010688,245851,40.84144808,-73.90445131,701
229057684,"6/3/21","02:58:00","BRONX",44,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",1004342,243150,40.83405133,-73.9273946,701
236403182,"11/17/21","17:06:00","BRONX",47,0,"",TRUE,"","","","<18","M","WHITE HISPANIC",1022178,256770,40.87137556,-73.86286333,701
236094286,"11/9/21","16:44:00","BRONX",47,0,"",FALSE,"","","","25-44","M","BLACK",1030896,263028,40.88851004,-73.83129773,701
224079784,"2/7/21","21:04:00","BRONX",48,0,"",TRUE,"","","","25-44","M","BLACK",1017518,247040,40.84468844,-73.87976099,701
232291901,"8/14/21","00:58:00","QUEENS",101,0,"",TRUE,"","","","25-44","M","BLACK",1051162,155661,40.59368533,-73.75907038,296
230162441,"6/27/21","09:25:00","BRONX",52,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1016133,255228,40.86716715,-73.88472784,701
227344202,"4/23/21","23:43:00","BRONX",43,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1021182,244763,40.83842418,-73.86653076,701
225295736,"3/7/21","06:15:00","BROOKLYN",75,0,"",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",1020492,187865,40.68225682,-73.86933111,631
230719148,"7/11/21","03:58:00","BRONX",44,0,"",FALSE,"","","","25-44","F","WHITE HISPANIC",1006717,244842,40.83868966,-73.91880636,701
234756220,"10/9/21","18:25:00","STATEN ISLAND",122,0,"",TRUE,"18-24","M","WHITE","45-64","F","WHITE",952834,148708,40.57479762,-74.11308941,40
237908431,"12/15/21","20:36:00","QUEENS",110,0,"",TRUE,"","","","25-44","M","BLACK",1021926,207874,40.73717073,-73.86404888,296
227551204,"4/29/21","19:30:00","BROOKLYN",90,0,"RESTAURANT/DINER",FALSE,"18-24","M","BLACK","45-64","M","WHITE HISPANIC",994854,197852,40.70973665,-73.96175303,631
230482151,"7/5/21","03:30:00","BRONX",46,0,"",FALSE,"","","","18-24","M","BLACK HISPANIC",1007253,247675,40.84646404,-73.91685955,701
232496781,"8/19/21","20:32:00","BROOKLYN",77,0,"",TRUE,"45-64","M","BLACK","25-44","M","BLACK",1004557,183513,40.67036246,-73.92679774,631
228587380,"5/23/21","23:25:00","QUEENS",102,0,"",FALSE,"","","","25-44","M","WHITE HISPANIC",1024312,193064,40.69651039,-73.85552723,296
235109330,"10/17/21","05:30:00","BROOKLYN",67,0,"",TRUE,"","","","25-44","M","BLACK",1003701,178532,40.65669264,-73.92989786,631
227191289,"4/21/21","02:36:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","<18","M","BLACK",998651,234580,40.81054022,-73.94797866,343
230815779,"7/14/21","00:11:00","BRONX",44,0,"",FALSE,"","","","45-64","M","BLACK",1006490,244533,40.83784212,-73.91962775,701
230777525,"7/12/21","23:40:00","BRONX",46,0,"",FALSE,"18-24","M","BLACK","18-24","M","BLACK",1010241,249480,40.85140994,-73.90605275,701
223505522,"1/24/21","08:20:00","BRONX",40,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1007112,234639,40.81068432,-73.9174136,701
