"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","number"
229643180,"6/16/21","21:34:00","BROOKLYN",73,0,"",FALSE,"","","","25-44","M","BLACK",1006621,185426,40.67560824,-73.91935099,631
233147632,"9/3/21","16:28:00","BRONX",43,0,"",FALSE,"","","","18-24","F","BLACK",1022465,242774,40.8329595,-73.86190539,701
231637053,"7/31/21","22:36:00","QUEENS",115,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",1020765,213373,40.75226897,-73.86820845,296
238041594,"12/17/21","12:00:00","BRONX",50,0,"",FALSE,"","","","25-44","M","BLACK",1010914,260940,40.88286213,-73.90357449,701
228798560,"5/27/21","22:50:00","QUEENS",103,0,"",FALSE,"18-24","M","BLACK","25-44","M","BLACK",1037559,194576,40.70059059,-73.8077432,296
226542151,"4/5/21","23:15:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"45-64","M","BLACK","<18","F","BLACK",1010363,182581,40.66778911,-73.9058716,631
230508668,"7/6/21","13:54:00","QUEENS",105,0,"GROCERY/BODEGA",FALSE,"18-24","F","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER",1053360,197113,40.70744474,-73.75073133,296
227221321,"4/21/21","16:30:00","BRONX",41,0,"",TRUE,"45-64","M","BLACK","45-64","M","BLACK",1014791,239916,40.82514498,-73.8896496,701
227647477,"5/2/21","20:24:00","BROOKLYN",81,0,"",TRUE,"45-64","M","BLACK","45-64","M","BLACK",1004546,189469,40.68671035,-73.92681946,631
232188180,"8/12/21","14:00:00","QUEENS",103,0,"GROCERY/BODEGA",FALSE,"65+","M","BLACK","45-64","M","BLACK HISPANIC",1036890,196410,40.70562848,-73.8101416,296
224412024,"2/15/21","07:10:00","BRONX",48,0,"GAS STATION",FALSE,"<18","M","BLACK HISPANIC","45-64","M","BLACK HISPANIC",1011588,247981,40.84729156,-73.90118992,701
228679850,"5/25/21","20:20:00","BRONX",42,0,"",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",1013758,241114,40.82843666,-73.8933768,701
226203718,"3/27/21","02:23:00","BRONX",52,0,"",FALSE,"","","","25-44","F","WHITE HISPANIC",1018052,257046,40.87214986,-73.8777805,701
228262995,"5/15/21","21:07:00","BRONX",44,0,"",FALSE,"18-24","M","WHITE HISPANIC","<18","M","WHITE HISPANIC",1010688,245851,40.84144808,-73.90445131,701
233149851,"9/4/21","20:18:00","MANHATTAN",32,0,"",FALSE,"18-24","M","WHITE HISPANIC","<18","M","BLACK",998593,235938,40.81426765,-73.94818529,343
230713947,"7/9/21","03:45:00","QUEENS",110,0,"",FALSE,"","","","25-44","M","BLACK",1015799,208304,40.73837495,-73.88615591,296
227950660,"5/7/21","20:57:00","MANHATTAN",25,0,"",FALSE,"","","","25-44","M","BLACK",1001980,236231,40.8150657,-73.93594849,343
235246198,"10/20/21","02:30:00","BRONX",44,0,"",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",1007801,245976,40.84179934,-73.91488483,701
228561932,"5/21/21","21:06:00","BROOKLYN",77,0,"",FALSE,"<18","M","BLACK","25-44","M","WHITE",994341,185941,40.67704431,-73.96362125,631
237290043,"12/3/21","02:25:00","BROOKLYN",60,0,"PVT HOUSE",FALSE,"","","","25-44","M","BLACK",994256,150750,40.58045253,-73.96397986,631
225063426,"3/2/21","06:44:00","BROOKLYN",73,0,"",FALSE,"","","","25-44","M","BLACK",1005210,182059,40.66637003,-73.9244483,631
229643172,"6/16/21","23:22:00","BRONX",52,0,"",FALSE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK",1014313,254123,40.86414065,-73.89131304,701
229822334,"6/19/21","22:05:00","MANHATTAN",25,0,"",FALSE,"","","","18-24","F","BLACK",1002273,234972,40.81160951,-73.93489335,343
232331294,"8/16/21","00:30:00","BROOKLYN",75,0,"",TRUE,"","","","18-24","M","BLACK",1014905,185861,40.6767774,-73.8894841,631
237710986,"12/11/21","07:45:00","QUEENS",115,0,"PVT HOUSE",TRUE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC",1019626,218912,40.76747672,-73.87229027,296
227953673,"5/10/21","00:01:00","QUEENS",114,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1000198,214660,40.75586246,-73.9424375,296
226803058,"4/11/21","16:26:00","BROOKLYN",77,0,"",TRUE,"","","","25-44","M","BLACK",1001484,183731,40.67096733,-73.93787489,631
225620486,"3/13/21","10:15:00","BROOKLYN",69,0,"",TRUE,"25-44","M","BLACK","<18","M","BLACK",1007751,172325,40.63964595,-73.91532284,631
222560300,"1/3/21","19:00:00","QUEENS",105,0,"",FALSE,"","","","25-44","M","BLACK",1054092,184886,40.67387883,-73.74821788,296
234268731,"9/29/21","01:45:00","BRONX",44,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1006682,243781,40.83577761,-73.91893639,701
227344439,"4/24/21","23:22:00","BRONX",44,0,"",FALSE,"","","","25-44","M","BLACK",1006421,243591,40.83525678,-73.91988023,701
230232276,"6/29/21","14:35:00","BRONX",48,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1013685,249148,40.85048789,-73.89360532,701
235423768,"10/24/21","01:29:00","QUEENS",101,0,"",FALSE,"","","","25-44","M","BLACK",1047825,156482,40.59596336,-73.77107818,296
225999506,"3/23/21","13:11:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"","","","25-44","M","BLACK",1009062,215186,40.75728577,-73.91044117,296
229491478,"6/11/21","01:30:00","MANHATTAN",34,0,"",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC",1006293,254896,40.86628597,-73.92030562,343
231965177,"8/7/21","02:44:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK",1006042,182535,40.66767454,-73.9214477,631
231635824,"7/30/21","04:56:00","BRONX",49,0,"COMMERCIAL BLDG",TRUE,"25-44","M","BLACK","45-64","M","BLACK",1026402,256703,40.87117251,-73.84759086,701
235636166,"10/28/21","17:04:00","BROOKLYN",77,0,"",FALSE,"25-44","M","BLACK","18-24","M","BLACK",997362,185492,40.67580795,-73.95273079,631
233149851,"9/4/21","20:18:00","MANHATTAN",32,0,"",TRUE,"18-24","M","BLACK","<18","M","BLACK",998593,235938,40.81426765,-73.94818529,343
230562013,"7/7/21","23:35:00","BRONX",48,0,"",TRUE,"","","","18-24","M","BLACK",1015953,248464,40.84860266,-73.88541063,701
236236703,"11/13/21","05:12:00","BROOKLYN",83,0,"",FALSE,"","","","25-44","M","BLACK",1004498,192279,40.69442326,-73.92698409,631
224079498,"2/6/21","21:14:00","BRONX",42,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1009784,239429,40.8238242,-73.90774292,701
231637053,"7/31/21","22:36:00","QUEENS",115,0,"",FALSE,"","","","25-44","F","WHITE HISPANIC",1020765,213373,40.75226897,-73.86820845,296
224949527,"2/26/21","13:15:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1019639,184384,40.67270572,-73.87242487,631
228890011,"5/28/21","21:45:00","BROOKLYN",90,0,"MULTI DWELL - APT BUILD",TRUE,"","","","25-44","F","WHITE",1004061,196693,40.70653965,-73.92854699,631
233942902,"9/22/21","08:29:00","BROOKLYN",63,0,"FAST FOOD",FALSE,"18-24","M","BLACK","<18","M","BLACK",1006671,170359,40.6342525,-73.91922082,631
224747405,"2/23/21","22:21:00","BROOKLYN",71,0,"MULTI DWELL - APT BUILD",FALSE,"","","","18-24","F","BLACK",996789,178574,40.6568204,-73.9548094,631
230311078,"7/1/21","23:07:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK",999061,229912,40.79772717,-73.94650786,343
231047258,"7/18/21","19:23:00","QUEENS",109,0,"",TRUE,"","","","25-44","M","WHITE HISPANIC",1031170,218910,40.7674175,-73.83061529,296
222772733,"1/7/21","15:50:00","BROOKLYN",79,0,"",FALSE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1000707,190252,40.68886748,-73.94065996,631
234323833,"9/30/21","06:38:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","45-64","M","BLACK",1010599,243531,40.83508062,-73.90478208,701
236326559,"11/15/21","19:35:00","BROOKLYN",73,0,"",FALSE,"","","","25-44","M","BLACK",1009775,186072,40.67737283,-73.90797795,631
231246225,"7/22/21","06:32:00","MANHATTAN",34,0,"GROCERY/BODEGA",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC",1005596,254339,40.86475888,-73.92282738,343
238490103,"12/31/21","19:23:00","STATEN ISLAND",120,0,"PVT HOUSE",TRUE,"45-64","M","WHITE","25-44","M","WHITE",966127,162589,40.61293531,-74.06527594,40
229823899,"6/18/21","23:10:00","BRONX",40,0,"",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC",1010156,236285,40.81519373,-73.90641096,701
232293318,"8/14/21","07:58:00","BROOKLYN",60,0,"",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK",985681,148951,40.57552016,-73.99485022,631
233684859,"9/16/21","23:51:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1000951,193839,40.69871251,-73.93977124,631
232978778,"8/31/21","01:01:00","BRONX",42,0,"",FALSE,"","","","18-24","F","BLACK",1012810,242232,40.83150837,-73.89679756,701
225168412,"3/4/21","11:00:00","BRONX",43,0,"",FALSE,"","","","25-44","M","BLACK HISPANIC",1017254,239181,40.82311876,-73.88075383,701
228918111,"5/31/21","19:50:00","BROOKLYN",83,0,"",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC",1009422,191993,40.69362563,-73.90922848,631
223202280,"1/16/21","02:30:00","BRONX",49,0,"MULTI DWELL - APT BUILD",FALSE,"","","","25-44","M","WHITE HISPANIC",1021369,255493,40.86787403,-73.86579554,701
223201958,"1/16/21","19:48:00","STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD",TRUE,"25-44","F","ASIAN / PACIFIC ISLANDER","18-24","M","BLACK",960041,163798,40.61623922,-74.08720051,40
237744900,"12/12/21","04:01:00","QUEENS",114,0,"",FALSE,"","","","25-44","M","ASIAN / PACIFIC ISLANDER",1009052,219375,40.76878352,-73.91046181,296
227344446,"4/25/21","21:10:00","QUEENS",105,0,"",FALSE,"18-24","M","BLACK","25-44","F","BLACK",1053715,186589,40.67855612,-73.74955942,296
227344445,"4/25/21","11:53:00","BRONX",47,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",1021797,263197,40.88901729,-73.8642049,701
230193607,"6/28/21","20:50:00","MANHATTAN",20,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",987818,221369,40.7742906,-73.98711927,343
226503935,"4/3/21","18:23:00","BRONX",44,0,"",FALSE,"18-24","M","BLACK","18-24","M","BLACK HISPANIC",1008053,241673,40.82998817,-73.91398934,701
234208385,"9/28/21","21:33:00","BROOKLYN",81,0,"",FALSE,"","","","<18","M","BLACK",1004383,190536,40.68963939,-73.92740401,631
235428525,"10/22/21","23:10:00","BROOKLYN",73,0,"",FALSE,"","","","25-44","M","BLACK",1009319,178260,40.65593194,-73.90965099,631
224701998,"2/22/21","00:18:00","MANHATTAN",34,0,"",FALSE,"","","","25-44","M","BLACK HISPANIC",1005426,254690,40.86572268,-73.92344089,343
225663031,"3/15/21","17:25:00","BROOKLYN",73,0,"RESTAURANT/DINER",FALSE,"18-24","M","BLACK","25-44","M","BLACK",1008883,183248,40.66962411,-73.91120414,631
234928489,"10/13/21","12:10:00","QUEENS",105,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1055616,199072,40.7128038,-73.74257353,296
230885994,"7/15/21","23:38:00","BROOKLYN",67,0,"",FALSE,"","","","25-44","M","BLACK",1001297,176587,40.65135899,-73.93856706,631
237012948,"11/26/21","21:55:00","BRONX",44,0,"",FALSE,"25-44","F","WHITE HISPANIC","25-44","M","BLACK",1005507,241210,40.82872387,-73.92319077,701
229540931,"6/14/21","10:28:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",995918,190891,40.690629,-73.95792727,631
233828558,"9/20/21","19:30:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK",1022040,240165,40.82580038,-73.86345589,701
229848434,"6/20/21","23:01:00","QUEENS",113,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1050359,192914,40.69594244,-73.76159668,296
233431366,"9/10/21","22:52:00","BROOKLYN",73,0,"",FALSE,"","","","25-44","M","BLACK",1006760,182355,40.66717868,-73.91886013,631
232331294,"8/16/21","00:30:00","BROOKLYN",75,0,"",TRUE,"","","","<18","M","BLACK",1014905,185861,40.6767774,-73.8894841,631
223710786,"1/29/21","04:00:00","BROOKLYN",84,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"","","","25-44","M","BLACK",989308,193690,40.69831785,-73.98176047,631
230741367,"7/11/21","20:13:00","QUEENS",113,0,"",TRUE,"","","","18-24","M","BLACK",1051884,195923,40.70418989,-73.75606698,296
227174349,"4/20/21","22:53:00","MANHATTAN",26,0,"",FALSE,"","","","25-44","M","BLACK",995922,236687,40.81632738,-73.95783336,343
228262995,"5/15/21","21:07:00","BRONX",44,0,"",TRUE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",1010688,245851,40.84144808,-73.90445131,701
237439377,"12/6/21","17:25:00","QUEENS",113,0,"PVT HOUSE",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1046176,193100,40.69648322,-73.77667979,296
232888017,"8/29/21","17:44:00","QUEENS",106,0,"GAS STATION",TRUE,"25-44","M","WHITE HISPANIC","45-64","M","WHITE HISPANIC",1028502,187094,40.68010418,-73.84045622,296
232497428,"8/19/21","22:50:00","BROOKLYN",81,0,"GROCERY/BODEGA",FALSE,"45-64","M","BLACK","25-44","M","BLACK",1007519,189659,40.68722454,-73.91609896,631
228917763,"5/31/21","22:29:00","MANHATTAN",25,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1001312,231864,40.80308081,-73.93837286,343
224354731,"2/14/21","02:05:00","QUEENS",107,0,"BAR/NIGHT CLUB",FALSE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",1043880,198892,40.71239662,-73.78490846,296
236403182,"11/17/21","17:06:00","BRONX",47,0,"",TRUE,"","","","45-64","F","WHITE HISPANIC",1022178,256770,40.87137556,-73.86286333,701
236054427,"11/8/21","22:20:00","BROOKLYN",60,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","45-64","M","BLACK",984688,150503,40.5797802,-73.99842465,631
230416142,"7/3/21","17:19:00","QUEENS",113,0,"",FALSE,"","","","18-24","M","BLACK",1050916,184451,40.67270934,-73.75967175,296
227551203,"4/29/21","19:45:00","BROOKLYN",61,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1001352,156950,40.59745944,-73.9384186,631
228049711,"5/11/21","23:55:00","BROOKLYN",67,0,"",FALSE,"","","","25-44","M","BLACK",1004006,171400,40.63711617,-73.9288195,631
225285872,"3/7/21","06:05:00","BROOKLYN",73,0,"MULTI DWELL - APT BUILD",FALSE,"","","","25-44","M","WHITE HISPANIC",1010274,183042,40.66905471,-73.90619064,631
227000895,"4/15/21","16:15:00","QUEENS",103,0,"HOTEL/MOTEL",FALSE,"<18","M","ASIAN / PACIFIC ISLANDER","45-64","M","BLACK",1046177,197643,40.70895265,-73.77663441,296
230805644,"7/13/21","18:13:00","MANHATTAN",25,0,"",FALSE,"18-24","M","BLACK","45-64","M","BLACK",999400,231576,40.80229382,-73.94527973,343
228252165,"5/16/21","00:31:00","BRONX",46,0,"",TRUE,"<18","M","BLACK","25-44","M","WHITE HISPANIC",1013126,251758,40.8576534,-73.89561465,701
228254684,"5/14/21","12:23:00","BRONX",47,0,"",FALSE,"<18","M","BLACK","<18","M","BLACK",1028627,257211,40.8725559,-73.83954249,701
235757726,"10/31/21","14:24:00","BROOKLYN",79,0,"",FALSE,"25-44","M","BLACK","18-24","M","BLACK",1000382,192387,40.69472816,-73.94182675,631
227344208,"4/24/21","19:05:00","BROOKLYN",77,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","F","BLACK",1001576,185353,40.67541918,-73.93753907,631
223505103,"1/22/21","22:00:00","BROOKLYN",73,0,"GROCERY/BODEGA",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1010788,178287,40.65600177,-73.9043565,631
232497426,"8/19/21","20:00:00","BROOKLYN",81,0,"",FALSE,"","","","18-24","M","BLACK",1001870,187971,40.68260442,-73.93647232,631
230418793,"7/2/21","23:13:00","BRONX",47,0,"",FALSE,"45-64","M","BLACK","25-44","F","BLACK",1023464,262043,40.88584268,-73.85818262,701
227401020,"4/27/21","00:40:00","MANHATTAN",28,0,"",FALSE,"","","","45-64","M","BLACK",997583,230442,40.79918423,-73.95184497,343
238469400,"12/30/21","19:19:00","MANHATTAN",32,0,"",FALSE,"","","","25-44","M","BLACK",999874,238251,40.82061401,-73.9435521,343
226086063,"3/24/21","00:05:00","MANHATTAN",28,0,"",FALSE,"","","","18-24","M","BLACK",997792,231694,40.80262031,-73.95108757,343
231753459,"8/3/21","04:45:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","M","BLACK",1001477,193239,40.69706464,-73.93787581,631
229579330,"6/15/21","12:40:00","QUEENS",107,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE",1036732,207396,40.73578328,-73.8106258,296
234434176,"10/3/21","00:59:00","BROOKLYN",77,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"","","","18-24","M","BLACK",1001916,184481,40.67302506,-73.93631561,631
237392756,"12/5/21","22:16:00","BRONX",44,0,"",TRUE,"","","","18-24","F","BLACK HISPANIC",1007687,246038,40.84196981,-73.91529663,701
236254076,"11/13/21","16:59:00","BRONX",44,0,"BAR/NIGHT CLUB",TRUE,"18-24","M","BLACK","45-64","M","BLACK HISPANIC",1006999,245897,40.84158461,-73.91778364,701
227182807,"4/21/21","01:15:00","MANHATTAN",34,0,"",FALSE,"25-44","M","BLACK","18-24","M","WHITE HISPANIC",1006930,254095,40.86408585,-73.91800528,343
229946095,"6/22/21","03:58:00","QUEENS",108,0,"",FALSE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1000081,208688,40.73947104,-73.94287387,296
235088036,"10/16/21","14:37:00","MANHATTAN",32,0,"",FALSE,"18-24","M","BLACK","25-44","M","BLACK",998471,235717,40.81366126,-73.9486265,343
229161013,"6/5/21","17:50:00","BRONX",44,0,"",FALSE,"<18","M","BLACK","25-44","M","WHITE HISPANIC",1007847,245236,40.83976813,-73.91472118,701
231669711,"8/2/21","10:39:00","QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","45-64","M","BLACK",1052923,160645,40.60735188,-73.75267888,296
234482341,"10/4/21","12:10:00","MANHATTAN",14,1,"",FALSE,"","","","25-44","M","WHITE HISPANIC",987605,214252,40.75475635,-73.98789185,343
233030791,"9/1/21","14:00:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","25-44","F","WHITE HISPANIC",999105,192881,40.69608631,-73.94643073,631
233998221,"9/23/21","19:41:00","MANHATTAN",28,0,"",FALSE,"","","","18-24","M","BLACK",996606,232352,40.80442807,-73.95537021,343
222932692,"1/11/21","23:49:00","BRONX",47,0,"MULTI DWELL - APT BUILD",FALSE,"<18","M","BLACK","<18","M","BLACK",1020808,262493,40.88708919,-73.86778567,701
225385469,"3/9/21","15:30:00","BRONX",43,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1018876,241924,40.8306413,-73.87487919,701
227497353,"4/28/21","23:50:00","QUEENS",106,0,"",TRUE,"18-24","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK",1038635,185105,40.67458838,-73.80393908,296
233173934,"9/5/21","12:58:00","BRONX",47,0,"",TRUE,"","","","25-44","M","BLACK",1027699,256227,40.86985975,-73.84290434,701
226503933,"4/2/21","16:08:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS",TRUE,"","","","25-44","M","BLACK",1009909,241902,40.83061152,-73.90728181,701
236131899,"11/10/21","10:58:00","BRONX",47,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1021856,259363,40.87849392,-73.86401305,701
232888020,"8/29/21","21:43:00","MANHATTAN",7,0,"",FALSE,"25-44","F","BLACK","25-44","M","BLACK",987050,201534,40.71984878,-73.98990037,343
228960008,"5/31/21","17:30:00","QUEENS",100,0,"",FALSE,"","","","25-44","M","BLACK",1040584,155310,40.59279545,-73.79716152,296
236498990,"11/19/21","04:24:00","QUEENS",105,0,"",TRUE,"25-44","M","BLACK","25-44","M","BLACK",1056982,185384,40.67522245,-73.73779398,296
233253729,"9/7/21","21:07:00","MANHATTAN",33,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1000125,244888,40.83883023,-73.94262954,343
228108958,"5/12/21","19:50:00","QUEENS",105,0,"",FALSE,"25-44","M","BLACK","25-44","M","BLACK",1049893,181010,40.66327224,-73.76339313,296
230482155,"7/5/21","19:15:00","BRONX",46,0,"",FALSE,"","","","18-24","M","BLACK HISPANIC",1009120,247786,40.84676364,-73.91011107,701
231823648,"8/5/21","02:58:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1020874,237525,40.81855924,-73.86768337,701
229822335,"6/19/21","02:38:00","QUEENS",102,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",1034030,195130,40.70213174,-73.82046636,296
227950648,"5/6/21","11:00:00","BROOKLYN",67,0,"",FALSE,"","","","25-44","M","BLACK",1000243,171648,40.63780447,-73.9423772,631
227730191,"5/4/21","01:50:00","BRONX",42,0,"",FALSE,"","","","18-24","M","BLACK HISPANIC",1011260,240722,40.82736873,-73.90240468,701
238344169,"12/27/21","20:48:00","BRONX",43,0,"",FALSE,"","","","18-24","M","BLACK",1023225,237941,40.81969099,-73.85918709,701
226266743,"3/29/21","23:13:00","MANHATTAN",23,0,"",TRUE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",1000267,228200,40.79302609,-73.94215618,343
230418795,"7/2/21","19:34:00","BRONX",41,0,"",TRUE,"25-44","M","BLACK","18-24","M","BLACK",1013336,238224,40.82050584,-73.89491419,701
225438895,"3/10/21","07:30:00","MANHATTAN",28,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","18-24","M","BLACK",998054,232172,40.80393188,-73.95014024,343
228162572,"5/13/21","11:02:00","BRONX",44,0,"",FALSE,"","","","18-24","M","BLACK",1004396,239361,40.82365149,-73.92721084,701
226542633,"4/5/21","21:53:00","BROOKLYN",79,0,"",FALSE,"","","","18-24","M","BLACK",998034,188480,40.68400831,-73.95030202,631
227266592,"4/18/21","00:15:00","BRONX",40,0,"COMMERCIAL BLDG",FALSE,"","","","18-24","F","WHITE HISPANIC",1008271,232344,40.8043821,-73.91323499,701
235033374,"10/15/21","20:30:00","MANHATTAN",7,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",987969,200865,40.71801219,-73.98658542,343
235086142,"10/15/21","21:55:00","BROOKLYN",60,0,"",FALSE,"18-24","M","BLACK","18-24","M","BLACK",983796,149516,40.57707107,-74.00163575,631
238036437,"12/18/21","12:43:00","BROOKLYN",69,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"","","","18-24","M","BLACK",1012787,176018,40.64976764,-73.89716156,631
226598086,"4/6/21","17:16:00","STATEN ISLAND",120,0,"",FALSE,"","","","18-24","M","BLACK",959957,173683,40.64337123,-74.08753866,40
229995494,"6/23/21","20:02:00","BROOKLYN",75,0,"",FALSE,"18-24","M","BLACK","25-44","M","BLACK",1015014,183971,40.6715894,-73.88909976,631
225602529,"3/14/21","05:00:00","BRONX",44,0,"",FALSE,"25-44","M","BLACK","25-44","F","BLACK",1006490,244533,40.83784212,-73.91962775,701
228890010,"5/30/21","23:38:00","QUEENS",115,0,"PVT HOUSE",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE",1018835,216957,40.76211388,-73.87515592,296
233828559,"9/19/21","19:33:00","QUEENS",109,0,"MULTI DWELL - APT BUILD",TRUE,"25-44","F","ASIAN / PACIFIC ISLANDER","25-44","M","ASIAN / PACIFIC ISLANDER",1032046,216554,40.7609462,-73.8274696,296
233763098,"9/18/21","03:24:00","BROOKLYN",67,0,"",FALSE,"25-44","M","BLACK","25-44","F","WHITE",1004006,171400,40.63711617,-73.9288195,631
237290043,"12/3/21","02:25:00","BROOKLYN",60,0,"PVT HOUSE",FALSE,"","","","45-64","M","WHITE HISPANIC",994256,150750,40.58045253,-73.96397986,631
225908301,"3/20/21","16:30:00","BROOKLYN",63,0,"",FALSE,"","","","25-44","M","BLACK",1003232,167630,40.62677001,-73.93161886,631
224465137,"2/16/21","20:48:00","BRONX",44,0,"DEPT STORE",FALSE,"45-64","M","BLACK","25-44","M","BLACK",1007961,246839,40.84416759,-73.91430352,701
234070579,"9/25/21","22:44:00","BROOKLYN",75,0,"",FALSE,"","","","45-64","M","BLACK",1015238,181508,40.66482824,-73.88830358,631
229827575,"6/20/21","01:21:00","MANHATTAN",34,0,"",FALSE,"","","","18-24","M","WHITE HISPANIC",1004715,253909,40.86358075,-73.92601385,343
222563765,"1/2/21","15:36:00","QUEENS",115,0,"",TRUE,"45-64","M","WHITE HISPANIC","25-44","F","WHITE HISPANIC",1019852,215449,40.75797077,-73.87149273,296
232263466,"8/13/21","03:56:00","QUEENS",106,0,"",FALSE,"","","","25-44","M","BLACK",1035200,190461,40.68930979,-73.816282,296
232632359,"8/23/21","09:30:00","MANHATTAN",19,0,"COMMERCIAL BLDG",FALSE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC",999095,224575,40.78307848,-73.94639686,343
229091710,"6/3/21","23:30:00","BROOKLYN",90,0,"MULTI DWELL - APT BUILD",FALSE,"25-44","F","WHITE HISPANIC","25-44","F","WHITE HISPANIC",999645,195120,40.70223092,-73.94447824,631
224465519,"2/16/21","15:44:00","QUEENS",101,0,"",FALSE,"25-44","M","BLACK","25-44","F","BLACK HISPANIC",1051960,160392,40.60666486,-73.7561496,296
234268729,"9/29/21","12:50:00","BRONX",48,0,"",TRUE,"18-24","M","BLACK","18-24","M","BLACK",1016838,250252,40.85350696,-73.8822031,701
229493100,"6/11/21","16:29:00","BROOKLYN",72,0,"",FALSE,"<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC",982339,174880,40.64668985,-74.00688787,631
232132668,"8/11/21","12:40:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC",1010097,237401,40.81825701,-73.90661981,701
228798149,"5/27/21","15:09:00","MANHATTAN",23,0,"",FALSE,"<18","M","BLACK HISPANIC","<18","M","BLACK HISPANIC",1000253,226668,40.78882119,-73.94221039,343
229164957,"6/6/21","01:53:00","BRONX",44,0,"",FALSE,"45-64","M","WHITE HISPANIC","25-44","M","BLACK",1007374,244940,40.83895695,-73.91643164,701
